,worldbank_stats_by_country_2015-2019.csv column names
9086,Number of maternal deaths 2016
9087,Number of maternal deaths 2017
9088,Number of maternal deaths 2018
9089,Number of maternal deaths 2019
9090,Lifetime risk of maternal death (1 in: rate varies by country) 2015
9091,Lifetime risk of maternal death (1 in: rate varies by country) 2016
9092,Lifetime risk of maternal death (1 in: rate varies by country) 2017
9093,Lifetime risk of maternal death (1 in: rate varies by country) 2018
9094,Lifetime risk of maternal death (1 in: rate varies by country) 2019
9095,Lifetime risk of maternal death (%) 2015
9096,Lifetime risk of maternal death (%) 2016
9097,Lifetime risk of maternal death (%) 2017
9098,Lifetime risk of maternal death (%) 2018
9099,Lifetime risk of maternal death (%) 2019
9100,Prevalence of anemia among pregnant women (%) 2015
9101,Prevalence of anemia among pregnant women (%) 2016
9102,Prevalence of anemia among pregnant women (%) 2017
9103,Prevalence of anemia among pregnant women (%) 2018
9104,Prevalence of anemia among pregnant women (%) 2019
9105,"Smoking prevalence, total (ages 15+) 2015"
9106,"Smoking prevalence, total (ages 15+) 2016"
9107,"Smoking prevalence, total (ages 15+) 2017"
9108,"Smoking prevalence, total (ages 15+) 2018"
9109,"Smoking prevalence, total (ages 15+) 2019"
9110,"Smoking prevalence, females (% of adults) 2015"
9111,"Smoking prevalence, females (% of adults) 2016"
9112,"Smoking prevalence, females (% of adults) 2017"
9113,"Smoking prevalence, females (% of adults) 2018"
9114,"Smoking prevalence, females (% of adults) 2019"
9115,"Smoking prevalence, males (% of adults) 2015"
9116,"Smoking prevalence, males (% of adults) 2016"
9117,"Smoking prevalence, males (% of adults) 2017"
9118,"Smoking prevalence, males (% of adults) 2018"
9119,"Smoking prevalence, males (% of adults) 2019"
9120,Risk of catastrophic expenditure for surgical care (% of people at risk) 2015
9121,Risk of catastrophic expenditure for surgical care (% of people at risk) 2016
9122,Risk of catastrophic expenditure for surgical care (% of people at risk) 2017
9123,Risk of catastrophic expenditure for surgical care (% of people at risk) 2018
9124,Risk of catastrophic expenditure for surgical care (% of people at risk) 2019
9125,Risk of impoverishing expenditure for surgical care (% of people at risk) 2015
9126,Risk of impoverishing expenditure for surgical care (% of people at risk) 2016
9127,Risk of impoverishing expenditure for surgical care (% of people at risk) 2017
9128,Risk of impoverishing expenditure for surgical care (% of people at risk) 2018
9129,Risk of impoverishing expenditure for surgical care (% of people at risk) 2019
9130,"Number of surgical procedures (per 100,000 population) 2015"
9131,"Number of surgical procedures (per 100,000 population) 2016"
9132,"Number of surgical procedures (per 100,000 population) 2017"
9133,"Number of surgical procedures (per 100,000 population) 2018"
9134,"Number of surgical procedures (per 100,000 population) 2019"
9135,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population) 2015"
9136,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population) 2016"
9137,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population) 2017"
9138,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population) 2018"
9139,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population) 2019"
9140,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population) 2015"
9141,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population) 2016"
9142,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population) 2017"
9143,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population) 2018"
9144,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population) 2019"
9145,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population) 2015"
9146,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population) 2016"
9147,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population) 2017"
9148,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population) 2018"
9149,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population) 2019"
9150,Pregnant women receiving prenatal care (%) 2015
9151,Pregnant women receiving prenatal care (%) 2016
9152,Pregnant women receiving prenatal care (%) 2017
9153,Pregnant women receiving prenatal care (%) 2018
9154,Pregnant women receiving prenatal care (%) 2019
9155,ARI treatment (% of children under 5 taken to a health provider) 2015
9156,ARI treatment (% of children under 5 taken to a health provider) 2016
9157,ARI treatment (% of children under 5 taken to a health provider) 2017
9158,ARI treatment (% of children under 5 taken to a health provider) 2018
9159,ARI treatment (% of children under 5 taken to a health provider) 2019
9160,"People using at least basic sanitation services, rural (% of rural population) 2015"
9161,"People using at least basic sanitation services, rural (% of rural population) 2016"
9162,"People using at least basic sanitation services, rural (% of rural population) 2017"
9163,"People using at least basic sanitation services, rural (% of rural population) 2018"
9164,"People using at least basic sanitation services, rural (% of rural population) 2019"
9165,"People using at least basic sanitation services, urban (% of urban population) 2015"
9166,"People using at least basic sanitation services, urban (% of urban population) 2016"
9167,"People using at least basic sanitation services, urban (% of urban population) 2017"
9168,"People using at least basic sanitation services, urban (% of urban population) 2018"
9169,"People using at least basic sanitation services, urban (% of urban population) 2019"
9170,People using at least basic sanitation services (% of population) 2015
9171,People using at least basic sanitation services (% of population) 2016
9172,People using at least basic sanitation services (% of population) 2017
9173,People using at least basic sanitation services (% of population) 2018
9174,People using at least basic sanitation services (% of population) 2019
9175,Exclusive breastfeeding (% of children under 6 months) 2015
9176,Exclusive breastfeeding (% of children under 6 months) 2016
9177,Exclusive breastfeeding (% of children under 6 months) 2017
9178,Exclusive breastfeeding (% of children under 6 months) 2018
9179,Exclusive breastfeeding (% of children under 6 months) 2019
9180,Births attended by skilled health staff (% of total) 2015
9181,Births attended by skilled health staff (% of total) 2016
9182,Births attended by skilled health staff (% of total) 2017
9183,Births attended by skilled health staff (% of total) 2018
9184,Births attended by skilled health staff (% of total) 2019
9185,Low-birthweight babies (% of births) 2015
9186,Low-birthweight babies (% of births) 2016
9187,Low-birthweight babies (% of births) 2017
9188,Low-birthweight babies (% of births) 2018
9189,Low-birthweight babies (% of births) 2019
9190,Diabetes prevalence (% of population ages 20 to 79) 2015
9191,Diabetes prevalence (% of population ages 20 to 79) 2016
9192,Diabetes prevalence (% of population ages 20 to 79) 2017
9193,Diabetes prevalence (% of population ages 20 to 79) 2018
9194,Diabetes prevalence (% of population ages 20 to 79) 2019
9195,Female genital mutilation prevalence (%) 2015
9196,Female genital mutilation prevalence (%) 2016
9197,Female genital mutilation prevalence (%) 2017
9198,Female genital mutilation prevalence (%) 2018
9199,Female genital mutilation prevalence (%) 2019
9200,"People with basic handwashing facilities including soap and water, rural (% of rural population) 2015"
9201,"People with basic handwashing facilities including soap and water, rural (% of rural population) 2016"
9202,"People with basic handwashing facilities including soap and water, rural (% of rural population) 2017"
9203,"People with basic handwashing facilities including soap and water, rural (% of rural population) 2018"
9204,"People with basic handwashing facilities including soap and water, rural (% of rural population) 2019"
9205,"People with basic handwashing facilities including soap and water, urban (% of urban population) 2015"
9206,"People with basic handwashing facilities including soap and water, urban (% of urban population) 2016"
9207,"People with basic handwashing facilities including soap and water, urban (% of urban population) 2017"
9208,"People with basic handwashing facilities including soap and water, urban (% of urban population) 2018"
9209,"People with basic handwashing facilities including soap and water, urban (% of urban population) 2019"
9210,People with basic handwashing facilities including soap and water (% of population) 2015
9211,People with basic handwashing facilities including soap and water (% of population) 2016
9212,People with basic handwashing facilities including soap and water (% of population) 2017
9213,People with basic handwashing facilities including soap and water (% of population) 2018
9214,People with basic handwashing facilities including soap and water (% of population) 2019
9215,"Prevalence of underweight, weight for age, female (% of children under 5) 2015"
9216,"Prevalence of underweight, weight for age, female (% of children under 5) 2016"
9217,"Prevalence of underweight, weight for age, female (% of children under 5) 2017"
